Entity,Type,Superclass(es),possui,CntrRegMedUr,CntrRegSrvSd,Dados,Estadual,Mista,Municipal,TpGestao,
Janeiro,NamedIndividual,,"'5'","'1'",,,,,,


Export of entity selection
